Taxpayer_ID,Revenue,Expenses,Tax_Liability,Tax_Paid,Late_Filings,Compliance_Violations,Industry,Profit,Tax_Compliance_Ratio,Audit_Findings,Risk_Label
615,1733725.59,663904.02,58981.92,54928.56,1,2,Finance,1069821.57,0.93,4,High
616,1038766.35,1338621.51,60025.11,55346.38,2,2,Manufacturing,-299855.16,0.92,0,High
617,1032818.44,759750.58,38987.39,38141.96,0,2,Finance,273067.86,0.98,2,High
618,1217729.99,549641.79,51229.93,45158.45,4,2,Retail,668088.2,0.88,0,High
619,1144302.77,614728.48,56859.21,59947.63,4,0,Retail,529574.29,1.05,3,High
620,1067165.21,929689.14,71837.33,56946.47,1,2,Manufacturing,137476.07,0.79,9,High
621,762857.66,722654.08,60567.6,34271.41,2,2,Retail,40203.58,0.57,2,High
622,1141440.51,412344.4,61835.85,51514.8,3,1,Manufacturing,729096.11,0.83,3,High
623,1564607.35,883845.79,51257.4,28217.75,2,0,Manufacturing,680761.56,0.55,8,High
624,1403626.01,566371.18,71156.89,48469.35,4,1,Retail,837254.83,0.68,2,High
625,1477955.99,1074659.56,56146.44,66977.67,3,2,Healthcare,403296.43,1.19,5,High
626,846635.3,916009.61,37083.68,38521.07,2,1,Manufacturing,-69374.31,1.04,5,Medium
627,703118.55,610535.62,71050.55,39656.77,0,1,Retail,92582.93,0.56,6,High
628,962263.92,956203.27,60468.55,55640.3,1,2,Healthcare,6060.65,0.92,8,High
629,1016717.47,713571.1,43354.34,32571.98,2,0,Manufacturing,303146.37,0.75,6,High
630,1328257.46,870554.74,42807.61,41672.45,2,0,Healthcare,457702.72,0.97,0,Medium
631,492260.61,796946.56,54448.63,53964.41,0,1,Tech,-304685.95,0.99,7,Low
632,1458865.1,530728.67,56947.77,41657.14,4,2,Tech,928136.43,0.73,4,High
633,952597.63,571290.03,52959.38,45640.3,1,1,Healthcare,381307.6,0.86,8,Medium
634,871935.68,905992.16,54669.63,55441.86,2,1,Manufacturing,-34056.48,1.01,9,Medium
635,696368.69,633044.93,75499.36,52215.46,3,1,Retail,63323.76,0.69,4,High
636,503543.0,619270.31,66073.15,50668.18,2,2,Finance,-115727.31,0.77,4,High
637,1246951.18,508975.48,52859.53,44608.78,1,2,Retail,737975.7,0.84,1,High
638,1021995.39,784719.81,64119.66,51700.61,2,0,Finance,237275.58,0.81,2,Medium
639,613011.73,1112504.98,34512.14,46762.67,0,2,Finance,-499493.25,1.35,9,High
640,611476.37,486493.42,55968.91,52578.06,2,1,Manufacturing,124982.95,0.94,8,Medium
641,899264.59,704843.89,77139.6,43030.68,2,1,Healthcare,194420.7,0.56,6,High
642,1500706.46,982444.11,46729.31,46174.31,3,0,Retail,518262.35,0.99,0,High
643,922122.59,684071.72,37285.49,38100.42,0,2,Healthcare,238050.87,1.02,2,High
644,549057.11,790474.36,40218.67,47649.92,0,1,Tech,-241417.25,1.18,1,Low
645,926277.08,487521.29,33655.5,39889.99,2,0,Manufacturing,438755.79,1.19,0,Medium
646,918182.93,785661.42,38228.57,36859.54,3,0,Manufacturing,132521.51,0.96,8,High
647,190934.01,662571.15,44442.38,50586.61,2,1,Tech,-471637.14,1.14,7,Medium
648,983711.54,897146.0,28916.49,50127.4,2,1,Retail,86565.54,1.73,4,Medium
649,930719.64,937477.21,50234.28,55828.74,1,2,Tech,-6757.57,1.11,1,High
650,1208861.91,1217912.73,63534.16,43688.74,1,0,Retail,-9050.82,0.69,0,High
651,1554686.83,815926.63,36383.66,52080.53,3,1,Finance,738760.2,1.43,6,High
652,1337969.51,765159.26,72789.26,53507.98,4,0,Manufacturing,572810.25,0.74,1,High
653,919333.39,738876.86,57661.88,52447.74,1,2,Retail,180456.53,0.91,0,High
654,668042.23,629366.74,65458.71,39743.46,4,1,Healthcare,38675.49,0.61,1,High
655,1772007.94,767696.77,40132.48,49493.63,0,2,Healthcare,1004311.17,1.23,6,High
656,1017765.53,640919.72,62817.88,51641.4,1,0,Manufacturing,376845.81,0.82,6,Medium
657,1004178.79,733692.2,33620.99,48071.78,1,2,Tech,270486.59,1.43,9,High
658,,963519.51,63353.71,27135.22,3,2,Tech,,0.43,5,High
659,1059425.43,498691.49,52577.59,49604.9,4,0,Retail,560733.94,0.94,4,High
660,,927975.71,58298.77,70125.31,1,2,Tech,,1.2,2,High
661,827901.4,963423.01,32366.08,44399.61,1,0,Manufacturing,-135521.61,1.37,2,Low
662,835942.32,676386.29,36573.95,40719.23,3,1,Retail,159556.03,1.11,8,High
663,990174.02,275629.02,58958.42,51733.49,3,0,Finance,714545.0,0.88,3,High
664,836972.57,578435.6,35774.78,51123.78,4,0,Tech,258536.97,1.43,8,High
665,786146.27,959398.91,56948.09,59927.35,0,1,Tech,-173252.64,1.05,3,Low
666,1031929.07,695426.39,29492.93,35421.32,0,0,Retail,336502.68,1.2,1,Low
667,923506.83,500139.55,62722.61,55313.8,2,1,Healthcare,423367.28,0.88,3,Medium
668,1451197.9,599045.02,31512.15,53904.22,1,1,Tech,852152.88,1.71,5,Low
669,204709.06,868124.01,58284.5,46578.53,4,0,Manufacturing,-663414.95,0.8,5,High
670,1327452.06,809346.71,59384.46,51386.87,1,2,Tech,518105.35,0.87,4,High
671,1373825.56,652213.58,39548.42,58294.57,4,2,Finance,721611.98,1.47,0,High
672,377982.93,626635.12,58730.4,56723.15,4,1,Tech,-248652.19,0.97,2,High
673,897193.72,621648.37,53906.63,36569.81,4,2,Healthcare,275545.35,0.68,4,High
674,888567.74,515517.96,41917.37,56201.58,1,2,Tech,373049.78,1.34,5,High
675,577746.49,1023075.14,34871.68,47353.11,3,0,Retail,-445328.65,1.36,0,High
676,766654.99,635535.91,20560.61,48728.74,1,1,Tech,131119.08,2.37,8,Low
677,666827.25,943431.7,55244.75,48731.97,4,1,Healthcare,-276604.45,0.88,2,High
678,1525681.13,1004263.21,26527.96,46497.57,2,0,Retail,521417.92,1.75,9,Medium
679,1280703.52,899662.18,51430.16,59917.07,0,2,Manufacturing,381041.34,1.17,2,High
680,1381466.53,613675.94,46048.28,47162.82,4,1,Retail,767790.59,1.02,1,High
681,1216501.62,780746.02,60187.14,36804.54,2,2,Finance,435755.6,0.61,7,High
682,661284.47,695160.88,45469.32,44064.7,3,1,Retail,-33876.41,0.97,2,High
683,842643.92,519259.63,45058.28,49786.95,4,1,Manufacturing,323384.29,1.1,5,High
684,1146812.37,764871.86,60978.06,60292.15,2,1,Tech,381940.51,0.99,1,Medium
685,633361.66,464192.04,55025.87,54030.95,4,1,Retail,169169.62,0.98,6,High
686,1213899.53,937535.88,54742.34,39494.65,1,2,Retail,276363.65,0.72,3,High
687,927902.38,607076.54,57039.01,72851.9,2,2,Retail,320825.84,1.28,8,High
688,887553.76,740231.93,26966.42,50647.75,1,2,Retail,147321.83,1.88,9,High
689,1213287.99,756657.57,61351.83,60753.91,1,2,Manufacturing,456630.42,0.99,8,High
690,1133278.99,648219.01,59187.03,46482.86,2,0,Healthcare,485059.98,0.79,6,High
691,891710.15,817338.76,34749.75,53333.59,0,1,Healthcare,74371.39,1.53,7,Low
692,1347798.94,605019.27,46338.79,56394.69,2,1,Retail,742779.67,1.22,2,Medium
693,675681.0,874259.46,49410.39,60181.95,0,1,Manufacturing,-198578.46,1.22,4,Low
694,1184780.68,430804.06,47982.55,58573.68,4,0,Manufacturing,753976.62,1.22,1,High
695,1177930.38,725275.92,55007.9,56721.97,4,2,Retail,452654.46,1.03,9,High
696,907136.07,1087785.8,71470.5,44849.13,2,1,Finance,-180649.73,0.63,6,High
697,1097839.91,499933.74,66226.5,42282.54,4,2,Retail,597906.17,0.64,7,High
698,624665.93,564451.01,30316.71,51326.08,3,2,Finance,60214.92,1.69,8,High
699,1277208.11,802781.57,59331.05,57331.28,1,0,Retail,474426.54,0.97,6,Low
700,944529.36,735916.36,69934.0,45772.79,1,0,Finance,208613.0,0.65,9,High
701,843183.09,770126.02,55802.13,58651.72,0,2,Finance,73057.07,1.05,9,High
702,1314702.77,797837.43,66364.71,62526.17,4,1,Retail,516865.34,0.94,7,High
703,788696.89,826944.29,80184.06,38836.79,0,1,Finance,-38247.4,0.48,8,High
704,577461.61,921939.97,65355.64,39630.79,1,0,Tech,-344478.36,0.61,5,High
705,533011.25,781963.73,53739.63,46596.25,1,0,Healthcare,-248952.48,0.87,9,Medium
706,1181802.99,651748.47,65676.33,51076.13,4,0,Manufacturing,530054.52,0.78,1,High
707,615871.19,834514.74,52173.32,42754.33,3,0,Finance,-218643.55,0.82,1,High
708,1526438.25,1079976.39,50358.55,61522.03,3,0,Finance,446461.86,1.22,3,High
709,375421.18,673473.25,44728.79,52240.67,4,0,Manufacturing,-298052.07,1.17,8,High
710,1508936.91,505094.14,73451.2,48394.47,4,0,Finance,1003842.77,0.66,6,High
711,1063305.24,921416.13,37723.57,33640.9,0,1,Manufacturing,141889.11,0.89,1,Medium
712,970986.07,675923.77,72985.52,34841.84,4,0,Retail,295062.3,0.48,7,High
713,836524.27,265466.09,57497.96,50810.09,3,0,Tech,571058.18,0.88,6,High
714,1119740.83,869484.34,29010.41,26674.04,4,1,Tech,250256.49,0.92,8,High
715,988709.59,592934.36,55514.74,58126.37,0,1,Healthcare,395775.23,1.05,7,Low
716,1330990.56,681893.34,18499.6,46418.46,0,2,Finance,649097.22,2.51,2,High
717,1034268.29,766396.07,59382.62,80430.93,0,0,Healthcare,267872.22,1.35,0,Low
718,1045090.53,738099.94,63278.47,71079.16,0,0,Retail,306990.59,1.12,1,Low
719,890916.34,841890.36,41114.66,46185.51,2,0,Tech,49025.98,1.12,1,Medium
720,982916.31,612902.73,51853.22,46936.63,4,0,Retail,370013.58,0.91,3,High
721,1092340.53,802621.16,79312.36,57955.82,1,2,Retail,289719.37,0.73,5,High
722,486949.48,648090.66,42413.8,65031.73,4,1,Finance,-161141.18,1.53,3,High
723,595544.37,847762.1,34116.39,31619.71,2,1,Retail,-252217.73,0.93,8,Medium
724,1222979.23,823073.5,72224.95,30136.25,0,0,Tech,399905.73,0.42,3,High
725,1051259.63,512912.26,79438.81,41779.65,2,0,Healthcare,538347.37,0.53,5,High
726,,917196.42,50055.44,53827.38,3,0,Tech,,1.08,5,High
727,1005530.18,592807.31,65171.95,52968.74,3,2,Finance,412722.87,0.81,9,High
728,1104274.51,861611.56,70122.14,58697.71,4,2,Tech,242662.95,0.84,9,High
729,838072.1,773457.46,38862.74,36003.02,4,1,Manufacturing,64614.64,0.93,0,High
730,766508.58,1067636.74,42720.41,24838.56,1,0,Healthcare,-301128.16,0.58,7,High
731,1058753.58,655306.8,68463.12,56580.14,1,0,Manufacturing,403446.78,0.83,2,Medium
732,706488.17,630136.64,75275.21,39718.04,3,0,Manufacturing,76351.53,0.53,5,High
733,1122475.83,696116.08,58443.21,27815.12,0,0,Finance,426359.75,0.48,2,High
734,489224.92,639364.04,36802.78,49450.64,2,2,Retail,-150139.12,1.34,1,High
735,1308746.69,859988.38,79805.92,55931.76,1,1,Manufacturing,448758.31,0.7,4,High
736,1141779.24,376737.88,42035.44,46779.43,1,1,Tech,765041.36,1.11,0,Low
737,1076808.92,489263.52,44972.93,43421.52,0,2,Retail,587545.4,0.97,8,High
738,1294807.3,486439.42,55135.07,46406.38,0,0,Tech,808367.88,0.84,6,Medium
739,1499642.33,890061.52,73312.41,44294.17,4,1,Tech,609580.81,0.6,2,High
740,1304311.02,1042122.67,62809.64,34519.53,2,1,Retail,262188.35,0.55,3,High
741,447737.73,679110.16,56222.98,40853.19,0,2,Retail,-231372.43,0.73,5,High
742,616126.91,666235.66,56949.33,53212.8,1,0,Tech,-50108.75,0.93,2,Low
743,812554.43,714010.43,50652.72,51216.79,1,1,Finance,98544.0,1.01,6,Low
744,1007827.32,932375.66,58372.09,49680.6,3,0,Healthcare,75451.66,0.85,5,High
745,1155297.71,514529.37,12056.6,38048.52,0,1,Healthcare,640768.34,3.16,8,Low
746,782276.86,747673.8,45550.89,46184.97,4,2,Finance,34603.06,1.01,4,High
747,1056030.03,895039.53,53619.83,26229.35,2,0,Retail,160990.5,0.49,3,High
748,773385.12,800218.83,32734.79,49784.77,4,2,Tech,-26833.71,1.52,2,High
749,816544.66,737916.32,55794.85,62288.58,1,1,Healthcare,78628.34,1.12,9,Low
750,578001.67,900209.22,46932.93,33258.68,4,2,Tech,-322207.55,0.71,0,High
751,723030.03,159353.54,76332.14,42140.72,1,2,Finance,563676.49,0.55,2,High
752,594494.62,835575.06,73595.3,51291.07,1,2,Tech,-241080.44,0.7,2,High
753,707238.02,569184.86,43012.92,60528.43,1,1,Finance,138053.16,1.41,6,Low
754,1316092.54,333873.42,47737.43,43517.75,1,0,Retail,982219.12,0.91,6,Low
755,715180.33,802240.52,48890.79,41077.5,1,2,Finance,-87060.19,0.84,0,High
756,1789714.62,974731.71,43225.11,28310.77,3,0,Finance,814982.91,0.65,2,High
757,1147995.37,672510.3,52925.37,49034.38,4,1,Healthcare,475485.07,0.93,7,High
758,1055450.84,890574.91,38625.77,68420.76,3,0,Tech,164875.93,1.77,8,High
759,742492.67,1022455.65,33040.77,50773.58,3,2,Healthcare,-279962.98,1.54,6,High
760,1210092.96,962982.89,59340.67,47777.21,0,2,Manufacturing,247110.07,0.81,6,High
761,827308.65,1027992.91,59442.94,51220.82,0,2,Finance,-200684.26,0.86,7,High
762,1036602.94,848425.5,37935.26,47889.08,0,2,Manufacturing,188177.44,1.26,5,High
763,1768025.36,715086.73,63430.33,39869.86,2,2,Healthcare,1052938.63,0.63,2,High
764,971182.03,379606.84,40526.33,56232.8,0,2,Tech,591575.19,1.39,0,High
765,1344782.0,650787.5,53797.48,50257.62,4,1,Healthcare,693994.5,0.93,6,High
766,789047.07,531350.68,62305.16,48176.13,3,1,Tech,257696.39,0.77,0,High
767,989503.45,1134188.54,49495.81,38246.34,4,1,Tech,-144685.09,0.77,0,High
768,1531240.19,664822.84,56821.11,61035.08,0,0,Retail,866417.35,1.07,8,Low
769,811909.88,724640.96,42253.56,54647.03,2,0,Finance,87268.92,1.29,9,Medium
770,1543734.57,810297.08,47053.0,42470.79,2,1,Healthcare,733437.49,0.9,6,Medium
771,1212325.58,708720.49,46912.11,58018.25,3,0,Tech,503605.09,1.24,3,High
772,831259.97,1039010.21,38801.32,43024.29,4,0,Healthcare,-207750.24,1.11,5,High
773,1189722.32,575470.13,47348.39,40179.97,1,2,Healthcare,614252.19,0.85,0,High
774,1291766.33,738921.49,26770.73,40402.97,4,2,Tech,552844.84,1.51,6,High
775,1186542.99,551505.88,42632.69,30289.31,0,0,Manufacturing,635037.11,0.71,5,High
776,528932.58,435995.5,45726.87,52715.42,1,0,Finance,92937.08,1.15,3,Low
777,781858.85,577646.18,46157.3,29688.55,2,1,Finance,204212.67,0.64,6,High
778,925744.41,692592.64,46377.54,35715.56,3,0,Retail,233151.77,0.77,2,High
779,977669.97,614139.56,49073.54,27244.12,3,2,Retail,363530.41,0.56,0,High
780,1186201.63,561515.8,57191.62,47139.3,2,0,Retail,624685.83,0.82,3,Medium
781,1053310.3,418736.51,63117.76,46496.8,0,1,Finance,634573.79,0.74,2,High
782,599396.69,683378.89,40253.52,44733.04,2,2,Manufacturing,-83982.2,1.11,0,High
783,1114059.36,399055.93,31951.99,37574.22,0,2,Finance,715003.43,1.18,1,High
784,1183175.72,852011.19,34369.33,36277.66,1,2,Finance,331164.53,1.06,4,High
785,1167937.13,716487.95,42691.96,52643.7,2,2,Finance,451449.18,1.23,7,High
786,1324234.22,408489.7,44721.18,42494.48,0,0,Finance,915744.52,0.95,0,Low
787,1250176.65,638158.18,38450.06,51163.58,1,1,Manufacturing,612018.47,1.33,3,Low
788,1137754.02,549568.72,30558.25,39147.51,2,0,Retail,588185.3,1.28,3,Medium
789,978950.29,763834.9,43158.19,49810.63,3,0,Healthcare,215115.39,1.15,4,High
790,501711.72,968090.09,52721.4,61032.78,2,2,Retail,-466378.37,1.16,6,High
791,1128885.47,324965.51,58925.44,53861.66,4,1,Retail,803919.96,0.91,7,High
792,1062306.31,723005.22,41638.65,43875.86,2,2,Healthcare,339301.09,1.05,5,High
793,1081473.65,667973.44,43805.03,50571.99,4,0,Finance,413500.21,1.15,0,High
794,616975.43,834268.02,36099.53,45593.35,1,0,Manufacturing,-217292.59,1.26,6,Low
795,675683.04,742639.33,49528.41,48078.8,2,2,Manufacturing,-66956.29,0.97,2,High
796,1315945.86,549606.13,37273.57,44743.89,1,0,Retail,766339.73,1.2,5,Low
797,988133.45,636189.21,58596.92,46356.65,1,0,Healthcare,351944.24,0.79,7,High
798,1204450.21,540794.83,23212.0,50120.93,0,2,Tech,663655.38,2.16,6,High
799,1008495.51,915201.43,44605.55,38066.41,1,0,Finance,93294.08,0.85,9,Medium
800,1008926.84,704262.33,54516.61,37841.21,1,1,Retail,304664.51,0.69,5,High
801,1281485.14,1080238.14,52757.52,34114.57,2,2,Manufacturing,201247.0,0.65,8,High
802,845186.58,687867.84,90395.5,31997.29,2,1,Healthcare,157318.74,0.35,8,High
803,1028836.23,558318.65,55247.0,35827.17,3,0,Healthcare,470517.58,0.65,0,High
804,861317.41,397257.12,34939.18,49594.63,0,0,Retail,464060.29,1.42,0,Low
805,869651.13,339372.06,48568.04,39072.12,1,2,Tech,530279.07,0.8,0,High
806,907248.36,383172.81,23356.3,53136.14,0,0,Manufacturing,524075.55,2.28,7,Low
807,1066640.13,753425.33,48791.0,48347.14,4,2,Retail,313214.8,0.99,9,High
808,856375.41,801745.0,37504.16,28314.96,1,2,Tech,54630.41,0.75,6,High
809,1376726.84,383761.86,63730.85,54549.76,0,2,Healthcare,992964.98,0.86,2,High
810,731617.81,879007.66,41756.9,56107.99,3,2,Finance,-147389.85,1.34,1,High
811,943938.51,603387.79,48248.51,38061.37,3,2,Manufacturing,340550.72,0.79,3,High
812,868080.68,729358.6,40466.63,52201.92,1,1,Manufacturing,138722.08,1.29,2,Low
813,1434093.37,1022444.13,76082.77,39435.02,4,2,Tech,411649.24,0.52,6,High
814,1058966.43,879367.86,45181.36,48976.7,3,1,Retail,179598.57,1.08,9,High
815,1309553.36,646293.87,77488.36,35355.02,3,0,Healthcare,663259.49,0.46,7,High
816,554331.89,521761.55,62212.28,30068.94,4,2,Tech,32570.34,0.48,5,High
817,1080115.08,269636.92,57231.0,44171.83,0,0,Finance,810478.16,0.77,2,High
818,1266889.24,556169.34,55531.0,46762.71,3,2,Finance,710719.9,0.84,5,High
819,1024685.2,657773.95,55906.96,44023.2,2,1,Finance,366911.25,0.79,1,High
820,1319644.11,502564.09,21084.91,36159.69,3,1,Tech,817080.02,1.71,6,High
821,844813.46,673748.61,45816.75,44001.01,0,1,Healthcare,171064.85,0.96,9,Low
822,1422804.23,715370.38,62677.37,50692.95,0,0,Manufacturing,707433.85,0.81,6,Medium
823,1689669.44,655028.8,49266.54,47551.07,1,2,Retail,1034640.64,0.97,3,High
824,891148.43,569999.48,28922.15,49825.01,2,0,Manufacturing,321148.95,1.72,7,Medium
825,866349.24,733730.93,49213.93,41298.85,0,1,Healthcare,132618.31,0.84,3,Medium
826,1436015.34,788388.13,75561.58,59717.18,4,0,Manufacturing,647627.21,0.79,6,High
827,1473871.64,481920.18,68703.38,36238.27,2,1,Tech,991951.46,0.53,3,High
828,843141.99,982186.48,49069.94,52875.6,2,1,Finance,-139044.49,1.08,4,Medium
829,873943.95,680282.37,64271.74,59818.91,4,1,Healthcare,193661.58,0.93,6,High
830,915464.62,703769.92,44502.39,52809.08,3,2,Healthcare,211694.7,1.19,9,High
831,596664.85,841642.88,24441.93,45974.76,4,2,Manufacturing,-244978.03,1.88,2,High
832,724404.42,746643.23,36133.01,42717.03,4,1,Tech,-22238.81,1.18,9,High
833,698757.77,890627.33,73443.33,58360.88,3,0,Manufacturing,-191869.56,0.79,4,High
834,769660.73,757424.83,45890.1,33770.25,3,0,Manufacturing,12235.9,0.74,2,High
835,989594.53,577512.53,46349.24,38298.76,3,2,Healthcare,412082.0,0.83,4,High
836,1070264.42,772300.71,45502.43,44024.42,3,1,Manufacturing,297963.71,0.97,2,High
837,1465150.15,471254.76,78562.05,60376.54,3,0,Finance,993895.39,0.77,9,High
838,700493.79,721711.94,74389.38,51797.68,4,1,Manufacturing,-21218.15,0.7,6,High
839,1295296.72,693354.0,83281.7,38319.54,1,0,Finance,601942.72,0.46,0,High
840,935803.35,658376.63,47614.32,44896.92,1,2,Healthcare,277426.72,0.94,8,High
841,985160.89,674292.5,54434.37,41856.77,0,1,Tech,310868.39,0.77,8,High
842,1202445.85,323630.19,27250.36,40902.11,1,1,Finance,878815.66,1.5,4,Low
843,663183.39,590255.02,72154.02,57788.9,1,0,Tech,72928.37,0.8,8,Medium
844,1114722.92,718568.98,32483.31,34282.57,4,0,Tech,396153.94,1.06,9,High
845,1049935.66,731971.28,53251.63,64087.81,3,0,Finance,317964.38,1.2,5,High
846,1147735.38,494464.97,33540.46,56282.3,3,1,Healthcare,653270.41,1.68,4,High
847,1086750.59,953141.57,41167.0,58908.62,4,2,Retail,133609.02,1.43,2,High
848,1736590.04,526765.03,37441.06,43370.6,1,2,Tech,1209825.01,1.16,7,High
849,808678.0,893891.44,40881.87,46500.59,4,0,Tech,-85213.44,1.14,3,High
850,840700.91,785438.87,41913.16,33668.48,0,2,Healthcare,55262.04,0.8,9,High
851,813057.84,570754.54,41775.97,42753.38,3,0,Healthcare,242303.3,1.02,2,High
852,833356.86,1055062.18,62500.01,52936.55,2,2,Manufacturing,-221705.32,0.85,5,High
853,808783.86,461272.63,33427.06,60960.63,0,1,Healthcare,347511.23,1.82,7,Low
854,1356704.96,883830.83,53308.12,36928.43,0,0,Tech,472874.13,0.69,8,High
855,1426151.27,900116.46,68269.39,44344.94,4,2,Finance,526034.81,0.65,5,High
856,828776.11,565875.96,42302.05,46487.01,1,1,Retail,262900.15,1.1,4,Low
857,750293.33,978493.06,39231.22,34042.11,3,2,Manufacturing,-228199.73,0.87,1,High
858,1141424.67,649990.7,46542.13,53913.49,2,1,Finance,491433.97,1.16,1,Medium
859,834333.09,757738.73,67695.88,40760.1,0,1,Retail,76594.36,0.6,8,High
860,1189879.55,752064.37,52911.61,46046.1,2,2,Retail,437815.18,0.87,1,High
861,1060876.91,673138.25,42031.79,43480.51,1,2,Retail,387738.66,1.03,1,High
862,545276.77,862161.65,57258.15,40106.61,1,1,Finance,-316884.88,0.7,2,High
863,1464251.56,858697.74,33465.62,47929.55,2,1,Manufacturing,605553.82,1.43,2,Medium
864,1538763.3,350293.61,60220.39,45843.9,3,1,Manufacturing,1188469.69,0.76,3,High
865,816163.39,960868.05,56129.11,44281.42,1,0,Retail,-144704.66,0.79,6,High
866,883689.53,367501.6,45382.87,40715.38,2,1,Finance,516187.93,0.9,8,Medium
867,1085759.62,906509.24,37421.21,51195.25,0,0,Retail,179250.38,1.37,1,Low
868,1100337.04,925341.03,36699.79,64536.17,2,1,Healthcare,174996.01,1.76,3,Medium
869,1197563.28,481806.71,58022.26,49398.87,2,0,Manufacturing,715756.57,0.85,8,Medium
870,1603061.36,617837.14,68434.71,57961.18,4,1,Tech,985224.22,0.85,1,High
871,946915.83,478859.07,40440.38,34097.78,1,1,Retail,468056.76,0.84,9,Medium
872,760510.83,657015.79,56875.8,49577.61,3,1,Healthcare,103495.04,0.87,0,High
873,586204.23,638393.14,18694.59,37026.32,3,2,Manufacturing,-52188.91,1.98,9,High
874,780720.99,855932.11,41230.73,33230.75,4,2,Finance,-75211.12,0.81,7,High
875,990061.91,962061.75,49534.12,40606.29,3,1,Manufacturing,28000.16,0.82,8,High
876,1538367.36,979136.76,36354.75,59918.99,2,0,Finance,559230.6,1.65,6,Medium
877,844716.61,587566.39,35952.4,57500.16,4,0,Finance,257150.22,1.6,7,High
878,1067136.39,658155.63,39983.31,50430.05,0,1,Retail,408980.76,1.26,3,Low
879,995073.13,363312.36,54382.89,32672.99,1,2,Retail,631760.77,0.6,3,High
880,1356517.98,538825.99,47190.06,46037.19,1,0,Manufacturing,817691.99,0.98,1,Low
881,1758079.73,892970.33,16426.53,51017.0,1,2,Healthcare,865109.4,3.11,7,High
882,840739.37,1023116.56,18189.5,49755.36,2,0,Manufacturing,-182377.19,2.74,1,Medium
883,853168.17,453130.23,40897.02,29562.06,0,1,Tech,400037.94,0.72,8,High
884,1313248.26,581507.15,56865.3,39096.82,4,2,Finance,731741.11,0.69,3,High
885,1204567.45,694718.85,8787.43,47359.22,4,0,Finance,509848.6,5.39,0,High
886,1554012.2,756032.23,42504.05,53362.91,1,1,Retail,797979.97,1.26,3,Low
887,1175178.46,538079.3,42106.28,26038.72,0,1,Healthcare,637099.16,0.62,2,High
888,892212.37,784812.21,70825.07,46378.76,0,1,Retail,107400.16,0.65,5,High
889,1177196.45,605232.13,44224.67,49430.49,0,2,Tech,571964.32,1.12,6,High
890,1332611.07,697109.55,55744.83,56496.12,3,2,Manufacturing,635501.52,1.01,7,High
891,1246144.65,809256.85,52118.86,54928.58,3,1,Manufacturing,436887.8,1.05,1,High
892,1152182.21,701284.45,18041.5,53825.71,1,2,Healthcare,450897.76,2.98,5,High
893,1320002.41,612722.82,61523.11,40000.59,0,0,Retail,707279.59,0.65,5,High
894,1350788.68,678078.04,53230.95,28919.98,0,1,Retail,672710.64,0.54,9,High
895,1414647.7,682327.41,57624.03,44069.47,4,1,Tech,732320.29,0.76,4,High
896,1194612.97,625997.79,108893.57,58016.32,4,2,Manufacturing,568615.18,0.53,9,High
897,949864.58,648240.79,18738.31,61934.55,1,1,Retail,301623.79,3.31,9,Low
898,1044014.11,1019729.43,75870.45,55105.49,0,0,Healthcare,24284.68,0.73,6,High
899,1361952.69,812183.89,45688.29,52293.41,1,2,Manufacturing,549768.8,1.14,2,High
900,754919.3,640903.94,54309.93,51796.4,4,2,Tech,114015.36,0.95,3,High
901,1110601.99,839390.88,49317.32,42438.81,4,1,Healthcare,271211.11,0.86,9,High
902,881998.36,633236.1,43636.45,46699.4,3,1,Finance,248762.26,1.07,8,High
903,1008623.45,934624.93,41452.51,64690.7,1,1,Tech,73998.52,1.56,3,Low
904,1383535.56,773928.44,54942.63,38574.42,1,2,Healthcare,609607.12,0.7,2,High
905,1057329.72,678539.57,27242.39,64147.79,0,1,Retail,378790.15,2.35,1,Low
906,1013930.96,789543.39,61258.69,44779.72,0,0,Finance,224387.57,0.73,4,High
907,592043.16,385824.77,43757.08,61254.32,3,1,Tech,206218.39,1.4,3,High
908,1223876.07,474646.51,33048.96,33931.85,2,1,Retail,749229.56,1.03,7,Medium
909,1193645.25,461215.0,43249.81,53859.04,2,2,Finance,732430.25,1.25,6,High
910,1648976.42,728588.62,68857.24,40632.3,2,1,Manufacturing,920387.8,0.59,5,High
911,907666.53,1046503.0,41969.97,33847.33,1,2,Retail,-138836.47,0.81,1,High
912,1065745.1,1146260.03,55376.8,50185.34,1,1,Healthcare,-80514.93,0.91,2,Low
913,1074815.11,827610.22,39035.66,58094.72,4,0,Tech,247204.89,1.49,9,High
914,1473235.98,800168.89,61368.83,39550.59,1,0,Finance,673067.09,0.64,8,High
915,971411.34,339788.45,60282.62,33009.84,1,2,Retail,631622.89,0.55,8,High
916,1083706.46,591465.24,77729.13,47081.55,1,2,Manufacturing,492241.22,0.61,4,High
917,1182368.95,542443.25,47366.54,47125.65,3,1,Tech,639925.7,0.99,2,High
918,1055982.74,575830.48,60029.82,53483.2,1,1,Tech,480152.26,0.89,1,Medium
919,866069.92,666371.24,51471.01,57495.95,0,0,Retail,199698.68,1.12,7,Low
920,1058227.0,605581.88,69438.08,47405.85,0,1,Manufacturing,452645.12,0.68,5,High
921,1322089.52,304140.04,39217.51,66555.03,4,0,Finance,1017949.48,1.7,9,High
922,692045.41,849582.05,61175.08,50242.35,3,2,Retail,-157536.64,0.82,6,High
